text,etiket
Ellerimde titreme oluyor ama nörolojik testlerim normal çıktı.,Psikosomatik Bozukluklar
"Karnımda sürekli bir gerginlik hissi var, özellikle kaygılı olduğumda artıyor.",Psikosomatik Bozukluklar
Doktorlar hiçbir şey bulamıyor ama ben gerçekten fiziksel olarak hasta gibi hissediyorum.,Psikosomatik Bozukluklar
Boğazımda düğümlenme hissi yaşıyorum ama boğazımda fiziksel bir sorun yok.,Psikosomatik Bozukluklar
"Kaslarımda ağrı ve yorgunluk hissediyorum, ancak kan testlerimde her şey normal.",Psikosomatik Bozukluklar
"Ağzım kuruyor ve yutkunmakta zorlanıyorum, ama bunun bir nedeni bulunamadı.",Psikosomatik Bozukluklar
Gözlerim sık sık kararıyor ama doktorlar gözlerimde bir sorun olmadığını söylüyor.,Psikosomatik Bozukluklar
"Kulağımda uğultular var, özellikle stresliyken daha belirginleşiyor.",Psikosomatik Bozukluklar
Bazen bacaklarımda karıncalanma hissediyorum ama nörolojik muayeneler temiz çıktı.,Psikosomatik Bozukluklar
"Karın şişkinliği yaşıyorum, ama yapılan testlerde bağırsaklarımda bir sorun yok.",Psikosomatik Bozukluklar
Yemek yerken midem bulanıyor ama fiziksel bir mide sorunum yok.,Psikosomatik Bozukluklar
Vücudumda sanki iğneler batıyormuş gibi hissediyorum ama herhangi bir deri hastalığım yok.,Psikosomatik Bozukluklar
Çarpıntı yaşıyorum ama kalp testlerim tamamen normal.,Psikosomatik Bozukluklar
"Dışarı çıkacağım zaman başım dönüyor, ama tıbbi bir neden bulunamadı.",Psikosomatik Bozukluklar
Sabahları uyandığımda ellerimde uyuşukluk oluyor ama testlerim normal çıkıyor.,Psikosomatik Bozukluklar
"Midem kazınıyor gibi hissediyorum, özellikle kaygılı olduğum zamanlarda.",Psikosomatik Bozukluklar
Geceleri sırtımda yanma hissi yaşıyorum ama doktorlar fiziksel bir neden bulamıyor.,Psikosomatik Bozukluklar
Her şey yolunda olmasına rağmen sürekli hastaymış gibi hissediyorum.,Psikosomatik Bozukluklar
Bazen kendimi yürüyemeyecek kadar halsiz hissediyorum ama fiziksel olarak bir sorun yok.,Psikosomatik Bozukluklar
Cildimde yanma hissi oluyor ama hiçbir lezyon ya da kızarıklık görünmüyor.,Psikosomatik Bozukluklar
"Gözümde sık sık seğirme oluyor, özellikle yoğun stres altındaysam.",Psikosomatik Bozukluklar
Dişimde ağrı var ama röntgende hiçbir sorun görünmüyor.,Psikosomatik Bozukluklar
Kolumda ağrı hissediyorum ama bu ağrının ne zaman başladığını bile hatırlamıyorum.,Psikosomatik Bozukluklar
Karnımda sürekli bir ağırlık hissediyorum ama doktorlar bunun psikolojik olabileceğini düşünüyor.,Psikosomatik Bozukluklar
Özellikle önemli bir toplantıdan önce ellerim terliyor ve karın ağrısı yaşıyorum.,Psikosomatik Bozukluklar
"Ne zaman üzüntü yaşasam, başımda baskı hissi oluşuyor.",Psikosomatik Bozukluklar
Stresli olduğumda boynumda kasılmalar ve ağrılar oluşuyor.,Psikosomatik Bozukluklar
Doktorlar sağlıklı olduğumu söylüyor ama ben kendimi hasta gibi hissediyorum.,Psikosomatik Bozukluklar
Mide yanmalarımın genellikle yoğun duygusal dönemlerde ortaya çıktığını fark ettim.,Psikosomatik Bozukluklar
Bir türlü geçmeyen kas ağrılarım var ama fiziksel olarak tamamen sağlıklıyım.,Psikosomatik Bozukluklar
Çevremdekiler bu ağrıları kafamda yarattığımı düşünüyor ama ben gerçekten acı çekiyorum.,Psikosomatik Bozukluklar
İçim sıkılıyor ve bu sıkıntı bedenime de yayılıyor gibi hissediyorum.,Psikosomatik Bozukluklar
Gün içinde sık sık nefes darlığı yaşıyorum ama tıbbi bir tanı konulamadı.,Psikosomatik Bozukluklar
"Sanki vücudum bana kızmış gibi, hiçbir şeyim yok ama sürekli ağrılar içindeyim",Psikosomatik Bozukluklar
Mükemmel bir geçmişe sahip olmak istiyorum ve geçmişteki hatalarımı ve başarısızlıklarımı sürekli düşünüyorum. Bu durum beni pişmanlık ve suçluluk duygusuna sürükleyebiliyor.,Obsesif Kompulsif Bozukluk
 Düşüncelerimden kurtulmak için sürekli belirli kelimeleri tekrar ediyorum. Aksi halde rahat edemiyorum.,Obsesif Kompulsif Bozukluk
 Eşyalarımın simetrik ve düzenli olmasına takıntılıyım. Kitaplarımın boyları bile aynı hizada değilse rahatsız oluyorum ve düzeltene kadar rahat edemiyorum. Bu durum etrafımı toplama işini çok zaman alıcı hale getiriyor.,Obsesif Kompulsif Bozukluk
Son zamanlarda boğazımda sürekli bir gıcık hissediyorum ve bu durum beni çok endişelendiriyor. Yutkunmakta zorlanıyorum ve sanki boğazımda bir şey takılıyormuş gibi hissediyorum. Bu nedenle sürekli kanser olduğumu düşünüyorum ve doktora gitmekten korkuyorum.,Obsesif Kompulsif Bozukluk
 Gelecek kaygısıyla anın tadını çıkartamıyorum.,Obsesif Kompulsif Bozukluk
Vücudumda küçük bir ben var ve son zamanlarda boyutunun ve renginin değiştiğini fark ettim. Bu beni çok korkuttu ve internette araştırma yaptım. Ne yazık ki cilt kanseri belirtileriyle ilgili birçok bilgiyle karşılaştım. Artık aklımdan kötü düşünceler çıkmıyor ve sürekli bir doktora görünmem gerektiğini düşünüyorum.,Obsesif Kompulsif Bozukluk
Tatildeyim ve kızlar giyimimi beğenmiyor.,Obsesif Kompulsif Bozukluk
Evden çıkarken kapının kilitli olup olmadığını defalarca kontrol etmeden rahat edemiyorum. Bir şeyin yanlış gideceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
Kilo veremiyorum ve bu durum beni çok mutsuz ediyor. Diyet yapmama ve spor yapmama rağmen kilo veremiyorum. Tiroid hastalığım veya başka bir metabolizma hastalığım olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Eleştirilmeye karşı çok hassasım ve en ufak bir eleştiri bile beni çok üzüyor ve sinirlendiriyor.,Obsesif Kompulsif Bozukluk
 Başkalarına zarar vereceğim düşüncesi aklımdan çıkmıyor. Bu yüzden sürekli kendimi kontrol etmeye çalışıyorum.,Obsesif Kompulsif Bozukluk
 Ayaklarımda ve bacaklarımda kramplar yaşıyorum. Bu durum özellikle geceleri beni çok rahatsız ediyor ve uyumama engel oluyor. Kas hastalığı veya damar tıkanıklığı olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
" Bana OKB tanısı konuldu. Bu yüzden işimi kaybettim. Özel hayatım, ilişkilerim ve arkadaşlıklarım zarar görüyor.",Obsesif Kompulsif Bozukluk
 Sürekli olarak yanımda bir şey unuttuğumu düşünüyorum. Çantamı defalarca kontrol etmek zorunda kalıyorum.,Obsesif Kompulsif Bozukluk
 Boğazımda gıcık var ve öksürük nöbetleri geçiriyorum. Bu durum beni çok rahatsız ediyor ve konuşmamı engelliyor. Laringit veya bronşit olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum. Fakat doktorum bana herhangi bir teşhis koyamadı ve bu durum beni daha da endişelendiriyor.,Obsesif Kompulsif Bozukluk
 Mükemmel bir insan olmak istiyorum ve kendimi sürekli geliştirmeye çalışıyorum. Bu durum beni çok yorgun ve bitkin hissettiriyor ve tükenmişlik sendromuna yol açabiliyor.,Obsesif Kompulsif Bozukluk
Aklıma kötü düşünceler geliyor. Bu düşünceleri kontrol edemiyorum ve başına bir şey gelecek diye sevdiklerime zarar verme korkusuyla yaşıyorum. Bu düşünceler yüzünden sürekli özür diliyorum ama yine de rahatlamıyorum.,Obsesif Kompulsif Bozukluk
 Son zamanlarda çok halsiz ve yorgun hissediyorum. Uykuya dalmakta zorlanıyorum ve uyku kalitem de çok düşük. Kendimi sürekli bitkin hissediyorum ve işimi yapmakta zorlanıyorum. Doktoruma danıştım fakat bana herhangi bir teşhis koyamadı. Bu durum beni çok endişelendiriyor ve ciddi bir hastalığım olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
 Sürekli hastalanacağımdan korkuyorum ve bu yüzden her yere el dezenfektanı taşıyorum. İnsanlara dokunmaktan bile çekiniyorum.,Obsesif Kompulsif Bozukluk
 Her gün belirli saatlerde belli duaları etmezsem kötü bir şey olacağına inanıyorum. Bu yüzden sürekli dua ediyorum.,Obsesif Kompulsif Bozukluk
Ellerimi yıkamadan rahat edemiyorum. Her şeyde mikrop varmış gibi hissediyorum ve sürekli temizlik yapma ihtiyacı duyuyorum.,Obsesif Kompulsif Bozukluk
 Konsantrasyon yeteneğimde azalma var ve hafızam da zayıfladı. Unutkanlık yaşıyorum ve basit şeyleri bile hatırlamakta zorlanıyorum. Alzheimer hastalığına yakalanmaktan çok korkuyorum ve bu yüzden sürekli internette araştırma yapıyorum.,Obsesif Kompulsif Bozukluk
 Kendimi sürekli kontrol altında tutmaya çalışıyorum ve her şeyin planlı ve programlı olmasını istiyorum. Spontane olmaktan ve anı yaşamaktan korkuyorum.,Obsesif Kompulsif Bozukluk
 Kapı kollarına dokunmak bile beni korkutuyor. Her yerin mikrop dolu olduğunu düşünüyorum.,Obsesif Kompulsif Bozukluk
Mükemmel bir geleceğe sahip olmak istiyorum ve gelecekte ne olacağından çok korkuyorum. Her şeyin planlı ve programlı olmasını istiyorum ve kontrol dışı kalmaktan çok korkuyorum.,Obsesif Kompulsif Bozukluk
Göğüs ağrısı ve nefes darlığı yaşıyorum. Bu durum beni çok korkutuyor ve kalp krizi geçireceğimi düşünüyorum. Doktoruma danıştım ve bana kalp krizi riskimin düşük olduğunu söyledi. Fakat ben hala çok endişeliyim ve başka bir sağlık sorunum olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
Kıyafetlerimin belirli bir sırayla katlanmış ve düzenli olması lazım. Yoksa günüm berbat geçiyor.,Obsesif Kompulsif Bozukluk
 Evdeki her şeyin yerli yerinde olması gerekiyor. Bir şey yerinden oynasa rahat edemiyorum.,Obsesif Kompulsif Bozukluk
 Kendi hatalarımı ve kusurlarımı kabul etmekte zorlanıyorum. Kendimi her zaman en iyisi olmak zorunda hissediyorum.,Obsesif Kompulsif Bozukluk
 Yemeklerden sonra midemde şişkinlik ve gaz sancısı yaşıyorum. Bu durum beni çok rahatsız ediyor ve sosyal hayatımı olumsuz etkiliyor. Reflü veya irritabl bağırsak sendromu (IBS) olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
" Temizlik yapmadan uyuyamıyorum. Evim sürekli temiz olmalı, aksi halde huzursuz oluyorum.",Obsesif Kompulsif Bozukluk
 Midemde yanma ve hazımsızlık yaşıyorum. Bu durum özellikle yağlı ve baharatlı yiyecekler yedikten sonra daha da kötüleşiyor. Ülser veya gastrit olabileceğinden korkuyorum ve bu yüzden diyetimi değiştirdim. Fakat şikayetlerim hala devam ediyor.,Obsesif Kompulsif Bozukluk
 Kalbim sürekli çarpıyor ve nefes darlığı yaşıyorum. Bu durum beni çok korkutuyor ve panik atak geçiriyorum. Kalp krizi geçireceğimi düşünüyorum ve bu yüzden evden dışarı çıkmaya korkuyorum. Doktorum bana kalp krizi riskimin düşük olduğunu söyledi fakat ben hala çok endişeliyim.,Obsesif Kompulsif Bozukluk
 Aklıma istemediğim düşünceler geliyor ve bu düşüncelerden kurtulmak için sürekli dua ediyorum. Bu düşünceler yüzünden çok rahatsız oluyorum.,Obsesif Kompulsif Bozukluk
 Dişlerimde ağrı ve hassasiyet var. Diş çürümesi veya diş eti hastalığı olabileceğinden korkuyorum. Bu yüzden düzenli olarak diş hekimine gidiyorum fakat şikayetlerim hala devam ediyor. Daha ciddi bir diş sorunu olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
 Kapıları kapatmadan ve kilitlemeden önce defalarca kontrol ediyorum. Birinin içeri gireceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
Hiçbir şeyi tamamlayamıyorum çünkü her zaman daha iyisini yapabileceğimi düşünüyorum. Bu durum işimi ve özel hayatımı da olumsuz etkiliyor.,Obsesif Kompulsif Bozukluk
 Hiçbir işe yaramayan bir sürü eski eşyayı atamıyorum. Atarsam bir gün lazım olur diye kaygılanıyorum. Evin içinde her yer dolup taştı ama bir türlü atamıyorum.,Obsesif Kompulsif Bozukluk
Burnumdan sürekli akıntı geliyor ve hapşırıyorum. Boğazımda da ağrı var. Soğuk algınlığı veya grip olabileceğimi düşünüyorum fakat bu hastalıklar uzun süredir devam ediyor. Bu durum beni endişelendiriyor ve daha ciddi bir hastalığım olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
 Ateş ve üşüme yaşıyorum. Bu durum beni çok halsiz ve bitkin düşürüyor. Grip veya enfeksiyon olabileceğimi düşünüyorum fakat bu hastalıklar uzun süredir devam ediyor. Bu durum beni endişelendiriyor ve daha ciddi bir hastalığım olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
 Evden çıkmadan önce kapıyı kilitleyip kilitlemediğimi defalarca kontrol ediyorum. Hatta kilitli olduğunu bilmeme rağmen yolda aklıma gelip geri dönüp kontrol ediyorum. Bu durum dışarıdayken rahatlamamı engelliyor.,Obsesif Kompulsif Bozukluk
Sesim kısılıyor ve boğazımda ağrı var. Seslendirme sanatçısıyım ve bu durum işimi çok etkiliyor. Doktoruma danıştım fakat bana herhangi bir teşhis koyamadı. Laringit olabileceğini söyledi fakat ben daha ciddi bir hastalığım olduğunu düşünüyorum.,Obsesif Kompulsif Bozukluk
Her şeyi tam ve düzgün yapmak zorunda hissediyorum. Mükemmel olmayan bir şey beni çok rahatsız ediyor.,Obsesif Kompulsif Bozukluk
Hata yapmaktan ve eleştirilmekten çok korkuyorum. Bu yüzden yeni bir şey denemekten veya sorumluluk almaktan kaçınıyorum. Her zaman mükemmel olmak zorunda hissediyorum ve bu beni çok strese sokuyor.,Obsesif Kompulsif Bozukluk
Yemek yemeden önce masanın temiz ve düzenli olması gerekiyor. Yoksa yemeğimi yiyemiyorum.,Obsesif Kompulsif Bozukluk
 Mükemmel bir iş çıkarmak için çok fazla çalışıyorum ve kendimi çok fazla zorluyorum. Bu durum beni yorgun ve bitkin hissettiriyor ve tükenmişlik sendromuna yol açabiliyor.,Obsesif Kompulsif Bozukluk
 Vücudumda kaşıntı ve döküntü var. Alerjik olduğumu düşünüyorum fakat hangi maddeye alerjim olduğunu bilmiyorum. Doktoruma danıştım ve bana alerji testi yaptılar. Fakat test sonuçları negatif çıktı. Bu durum beni daha da endişelendirdi ve başka bir hastalığım olabileceğini düşünmeye başladım.,Obsesif Kompulsif Bozukluk
 Karar vermekte çok zorlanıyorum çünkü her seçeneğin tüm artılarını ve eksilerini detaylı bir şekilde değerlendirmem gerekiyor. Bu durum beni çok zaman kaybettiriyor.,Obsesif Kompulsif Bozukluk
 Saç dökülmem arttı ve kel kalacağımı düşünüyorum. Bu durum beni çok endişelendiriyor ve özgüvenimi zedeliyor. Alopesi veya başka bir saç hastalığım olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Kulaklarımda sürekli çınlama var ve bu durum beni çok rahatsız ediyor. Gürültülü ortamlarda daha da kötüleşiyor ve konsantre olmamı engelliyor. Meniere hastalığı veya kulak çınlaması (tinnitus) olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
" Sayılara ve tekrarlara takıntılıyım. Yemek yerken her lokmayı 21 defa çiğnemeliyim, merdivenlerden 3 kere 7 basamak atlayarak çıkmalıyım. Bu sayıları tutturamazsam felaket olacağına inanıyorum.",Obsesif Kompulsif Bozukluk
 Elektronik cihazların kapalı olup olmadığını sürekli kontrol ediyorum. Yangın çıkacağından korkuyorum.,Obsesif Kompulsif Bozukluk
 Başkalarının da her şeyi mükemmel yapmasını bekliyorum ve hatalarına karşı çok katı davranıyorum. Bu durum beni insanlarla ilişkilerde problem yaşatıyor.,Obsesif Kompulsif Bozukluk
 Eklem ağrılarım var ve hareket etmekte zorlanıyorum. Bu durum beni çok kısıtlıyor ve günlük hayatımı olumsuz etkiliyor. Romatizmal hastalık olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Mükemmel bir aileye ve mükemmel bir hayata sahip olmak istiyorum. Bu durum beni gerçekçi olmayan beklentilere sürükleyebiliyor ve hayal kırıklığı yaşamama neden olabiliyor.,Obsesif Kompulsif Bozukluk
" Sayı saymadan, belli ritüelleri yapmadan işlerimi halledemiyorum. Eğer saymazsam kötü bir şey olacağına inanıyorum.",Obsesif Kompulsif Bozukluk
 Son zamanlarda başım çok ağrıyor ve ağrı kesiciler bile işe yaramıyor. Baş ağrımın yanında baş dönmesi ve halsizlik de hissediyorum. Beyin tümörü olabileceğinden çok korkuyorum ve bu yüzden sürekli doktora gitmek istiyorum. Ailem ve arkadaşlarım beni sakinleştirmeye çalışıyorlar fakat ben kendimi ikna edemiyorum.,Obsesif Kompulsif Bozukluk
"Instagram, iMessage, veya Snapchat da birisine veya bir grup mesajı gönderdiğimde her zaman insanlar benim mesajları okuyacaklar ama sonra bana yanıt vermeyeceklermiş gibi düşünüyorum.",Obsesif Kompulsif Bozukluk
 Her gün belirli bir rutini takip etmeden rahat edemiyorum. Bu rutinlerimi yapmazsam kötü bir şey olacağını düşünüyorum.,Obsesif Kompulsif Bozukluk
 Eleştirilmeye karşı çok hassasım ve en ufak bir eleştiri bile beni çok üzüyor ve sinirlendiriyor.,Obsesif Kompulsif Bozukluk
Karar vermekte çok zorlanıyorum çünkü her seçeneğin tüm artılarını ve eksilerini detaylı bir şekilde değerlendirmem gerekiyor. Bu durum beni çok zaman kaybettiriyor.,Obsesif Kompulsif Bozukluk
 Ellerimi ne kadar yıkarsam da kirli hissediyorum. Günde birkaç saat sabunlu suyla yıkamaktan ellerim çatladı ve acıyor ama yine de temiz olduklarını hissedemiyorum.,Obsesif Kompulsif Bozukluk
" Mide bulantısı ve kusma yaşıyorum ve bu durum işimi ve günlük hayatımı olumsuz etkiliyor. Yemek yemekten korkmaya başladım çünkü her an kusacağımı hissediyorum. Doktorum bana stresten olabileceğini söyledi, fakat ben ciddi bir hastalığım olduğunu düşünüyorum ve sürekli internete girip araştırma yapıyorum.",Obsesif Kompulsif Bozukluk
 Sürekli başkalarına zarar vereceğim düşüncesiyle boğuşuyorum. Bu düşünceler yüzünden kendimi çok suçlu hissediyorum.,Obsesif Kompulsif Bozukluk
Hiçbir işe başlamak istemiyorum çünkü her şeyin mükemmel olmasından korkuyorum. Başarısız olmaktan ve hatalar yapmaktan çok korkuyorum.,Obsesif Kompulsif Bozukluk
 Dışarı çıkarken belirli bir rutini takip etmezsem kötü bir şey olacağını düşünüyorum. Bu yüzden evden çıkmam saatler alıyor.,Obsesif Kompulsif Bozukluk
 Mükemmel bir partner istiyorum ve mükemmel bir ilişkiye sahip olmak istiyorum. Bu durum beni gerçekçi olmayan beklentilere sürükleyebiliyor ve hayal kırıklığı yaşamama neden olabiliyor.,Obsesif Kompulsif Bozukluk
 Sürekli kendimi başkalarıyla karşılaştırıyorum ve onlardan daha iyi olmak için çok çalışıyorum. Bu durum beni çok yorgun ve bitkin hissettiriyor.,Obsesif Kompulsif Bozukluk
Her gün defalarca duş almak zorunda kalıyorum. Kirli hissetmekten nefret ediyorum ve temiz olmadan rahat edemiyorum.,Obsesif Kompulsif Bozukluk
 Sürekli mikrop kapmaktan korkuyorum. Ellerime veya eşyalarıma değdikten sonra hemen dezenfektan kullanıyorum. Dokunmadığım halde bile kirlenmiş hissediyorum ve bu durum beni çok rahatsız ediyor.,Obsesif Kompulsif Bozukluk
 Risk almaktan çok korkuyorum çünkü hatalar yapmaktan ve başarısız olmaktan çok korkuyorum. Bu durum yeni şeyler denememi ve kendimi geliştirmemi engelliyor.,Obsesif Kompulsif Bozukluk
 Uyku apnesi yaşıyorum ve geceleri nefesim kesiliyor. Bu durum beni çok korkutuyor ve yorgun uyanmama neden oluyor. Uyku apnesi teşhisi kondu fakat tedaviye rağmen hala nefesim kesiliyor. Bu durum beni daha da endişelendiriyor ve başka bir sağlık sorunum olabileceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
 Sürekli mükemmeliyetçi hedefler belirliyorum ve bu hedeflere ulaşamadığımda kendimi çok başarısız hissediyorum. Bu durum özgüvenimi de zedeliyor.,Obsesif Kompulsif Bozukluk
 Kendimden ve etrafımdakilerden sürekli şüpheleniyorum. Eşim bana bir şey söylediğinde veya yaptığında arkasında bir anlam aramaya çalışıyorum ve bu durum beni çok mutsuz ediyor.,Obsesif Kompulsif Bozukluk
 Her şeyi mükemmel yapmak zorunda hissediyorum. Küçük hatalara bile tahammül edemiyorum ve kendimi sürekli eleştiriyorum. Bu durum beni çok stresli ve kaygılı yapıyor.,Obsesif Kompulsif Bozukluk
 Ellerimde ve ayaklarımda uyuşma ve karıncalanma hissi var. Bu durum beni çok korkutuyor ve inme veya felç geçireceğimi düşünüyorum. Nörolojik bir hastalığım olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Her yerde hatta evimde bile gizli kameralar olduğunu düşünüyorum. İnsanların beni izlediğini hatta ve hatta düşüncelerimi okuduklarını düşünüyorum. Televizyonda bahsedilen konular sıklıkla benimle alakalı gibi görüyor.,Obsesif Kompulsif Bozukluk
 Terlemelerim arttı ve geceleri de terliyorum. Bu durum beni çok rahatsız ediyor ve uyku düzenimi bozuyor. Hipertermi veya tiroid hastalığı olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Mükemmel bir dünyada yaşamak istiyorum ve dünyanın kusurlarını kabullenmekte zorlanıyorum. Bu durum beni mutsuz ve öfkeli yapabiliyor.,Obsesif Kompulsif Bozukluk
 Kendimi sürekli kontrol altında tutmaya çalışıyorum ve her şeyin planlı ve programlı olmasını istiyorum. Spontane olmaktan ve anı yaşamaktan korkuyorum.,Obsesif Kompulsif Bozukluk
 Mükemmel bir geçmişe sahip olmak istiyorum ve geçmişteki hatalarımı ve başarısızlıklarımı sürekli düşünüyorum. Bu durum beni pişmanlık ve suçluluk duygusuna sürükleyebiliyor.,Obsesif Kompulsif Bozukluk
" Her şeyin simetrik ve düzenli olması gerekiyor. Eşyaları sürekli yerleştirip duruyorum, aksi halde huzursuz oluyorum.",Obsesif Kompulsif Bozukluk
 Kendi hatalarımı ve kusurlarımı kabul etmekte zorlanıyorum. Kendimi her zaman en iyisi olmak zorunda hissediyorum.,Obsesif Kompulsif Bozukluk
 Vücudumda sürekli titreme ve kas seğirmeleri yaşıyorum. Bu durum beni çok rahatsız ediyor ve insanlarla konuşurken veya bir şeyler yaparken kendimi özgüvensiz hissediyorum. Parkinson hastalığı olabileceğinden çok korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Kapıları kapatmadan önce defalarca kontrol ediyorum. Bir şeyin yanlış gideceğinden korkuyorum.,Obsesif Kompulsif Bozukluk
Mükemmel bir iş istiyorum ve mükemmel bir kariyere sahip olmak istiyorum. Bu durum beni çok stresli ve kaygılı yapabiliyor.,Obsesif Kompulsif Bozukluk
Cilt kuruluğu ve kaşıntısı yaşıyorum. Bu durum özellikle kış aylarında daha da kötüleşiyor. Egzama veya dermatit olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
Her şeyin belli bir düzende olması gerekiyor. Eşyaların yeri değişirse çok huzursuz oluyorum.,Obsesif Kompulsif Bozukluk
Elimde olmadan belirli şeyleri tekrar tekrar kontrol ediyorum. Yoksa kötü bir şey olacağına inanıyorum.,Obsesif Kompulsif Bozukluk
 Kendimi sürekli başkalarının onayına muhtaç hissediyorum ve onların beni beğenmesini ve takdir etmesini istiyorum. Bu durum beni kendimden şüphe etmeye ve özgüvenimi zedelemeye yol açabiliyor.,Obsesif Kompulsif Bozukluk
 Annem odama temizlik yapmaya girdiğinde sürekli olarak eşyalarımın yerini değiştiriyor. Ben odamdaki düzen bozulduğunda çok rahatsız oluyorum ve annem ile kavga ediyorum.,Obsesif Kompulsif Bozukluk
 Baş dönmesi ve sersemlik yaşıyorum. Bu durum beni çok korkutuyor ve düşme riskimi artırıyor. Meniere hastalığı veya vertigo olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Sürekli evde yangın çıkacağından korkuyorum. Bu yüzden evdeki elektrikli aletleri defalarca kontrol ediyorum.,Obsesif Kompulsif Bozukluk
 Zihnimde istemsizce canlanan şiddet içerikli düşünceler yüzünden çok huzursuz oluyorum. Bu düşüncelerden kurtulmak için çeşitli ritüeller yapıyorum.,Obsesif Kompulsif Bozukluk
Kendimi sürekli yorgun ve bitkin hissediyorum. Uykuya dalmakta zorlanıyorum ve uyku kalitem de çok düşük. Depresyon veya kronik yorgunluk sendromu (CFS) olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Kendimi sürekli başkalarının onayına muhtaç hissediyorum ve onların beni beğenmesini ve takdir etmesini istiyorum. Bu durum beni kendimden şüphe etmeye ve özgüvenimi zedelemeye yol açabiliyor.,Obsesif Kompulsif Bozukluk
 Sırtımda ve belimde sürekli ağrı var. Ağrı kesiciler bile işe yaramıyor ve bu durum uyumama engel oluyor. Fıtık veya disk herniasyonu olabileceğinden korkuyorum ve bu yüzden doktora gitmek istiyorum.,Obsesif Kompulsif Bozukluk
 Sürekli ellerimi yıkamam gerekiyor. Kirli hissetmekten nefret ediyorum ve temiz olmadan rahat edemiyorum.,Obsesif Kompulsif Bozukluk
Kendimi sürekli başkalarıyla karşılaştırıyorum ve onlardan daha iyi olmak için çok çalışıyorum. Bu durum beni çok yorgun ve bitkin hissettiriyor.,Obsesif Kompulsif Bozukluk
 Risk almaktan çok korkuyorum çünkü hatalar yapmaktan ve başarısız olmaktan çok korkuyorum. Bu durum yeni şeyler denememi ve kendimi geliştirmemi engelliyor.,Obsesif Kompulsif Bozukluk
 Mükemmel bir iş çıkarmak için çok fazla çalışıyorum ve kendimi çok fazla zorluyorum. Bu durum beni yorgun ve bitkin hissettiriyor ve tükenmişlik sendromuna yol açabiliyor.,Obsesif Kompulsif Bozukluk
Çalışma masamın düzenli olması gerekiyor. Masamda en ufak bir düzensizlik bile beni çok rahatsız ediyor.,Obsesif Kompulsif Bozukluk
 Mükemmel bir aileye ve mükemmel bir hayata sahip olmak istiyorum. Bu durum beni gerçekçi olmayan beklentilere sürükleyebiliyor ve hayal kırıklığı yaşamama neden olabiliyor.,Obsesif Kompulsif Bozukluk
Evden çıkmadan önce ocağın kapalı olup olmadığını sürekli kontrol ediyorum. Yangın çıkarsa diye korkuyorum.,Obsesif Kompulsif Bozukluk
"Ellerimi ne kadar yıkarsam yıkayayım, kirli olduklarını düşünüyorum.",Obsesif Kompulsif Bozukluk
"Kapı kollarına dokunmaktan korkuyorum, çünkü mikrop kapacağımı düşünüyorum.",Obsesif Kompulsif Bozukluk
Her gün evimi defalarca temizlemeden rahat edemiyorum.,Obsesif Kompulsif Bozukluk
"Toplu taşıma araçlarında oturduğumda, hemen kirlenmiş hissediyorum.",Obsesif Kompulsif Bozukluk
"Dışarıdan eve geldiğimde kıyafetlerimi hemen yıkamazsam, evdeki her şeyi kirleteceğimden korkuyorum.",Obsesif Kompulsif Bozukluk
Birisiyle tokalaştıktan sonra ellerimi yıkamadan hiçbir şeye dokunamıyorum.,Obsesif Kompulsif Bozukluk
Alışveriş poşetlerini bile eve getirdiğimde temizlemek zorundayım.,Obsesif Kompulsif Bozukluk
"Banyoda çok uzun süre kalıyorum, çünkü kendimi tam olarak temizlenmiş hissedemiyorum.",Obsesif Kompulsif Bozukluk
